日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2019/10/11 06:32:00,107.885,107.887,107.885,107.887,107.929,107.931,107.929,107.931
2019/10/11 06:33:00,107.887,107.898,107.887,107.894,107.931,107.931,107.917,107.918
2019/10/11 06:34:00,107.894,107.898,107.868,107.874,107.918,107.922,107.877,107.877
2019/10/11 06:35:00,107.874,107.884,107.874,107.883,107.877,107.887,107.877,107.886
2019/10/11 06:36:00,107.883,107.885,107.882,107.883,107.886,107.888,107.885,107.886
2019/10/11 06:37:00,107.883,107.883,107.851,107.862,107.886,107.897,107.863,107.865
2019/10/11 06:38:00,107.862,107.863,107.851,107.855,107.865,107.866,107.854,107.858
2019/10/11 06:39:00,107.855,107.856,107.854,107.855,107.858,107.859,107.857,107.858
2019/10/11 06:40:00,107.855,107.867,107.846,107.858,107.858,107.885,107.858,107.861
2019/10/11 06:41:00,107.858,107.904,107.857,107.868,107.861,107.953,107.86,107.912
2019/10/11 06:42:00,107.868,107.869,107.868,107.868,107.912,107.913,107.912,107.912
2019/10/11 06:43:00,107.868,107.87,107.867,107.868,107.912,107.912,107.892,107.892
2019/10/11 06:44:00,107.868,107.868,107.867,107.868,107.892,107.892,107.891,107.892
2019/10/11 06:45:00,107.868,107.872,107.861,107.871,107.892,107.906,107.888,107.895
2019/10/11 06:46:00,107.871,107.871,107.869,107.871,107.895,107.895,107.893,107.895
2019/10/11 06:47:00,107.871,107.872,107.87,107.871,107.895,107.896,107.894,107.895
2019/10/11 06:48:00,107.871,107.872,107.87,107.87,107.895,107.896,107.894,107.894
2019/10/11 06:49:00,107.87,107.871,107.857,107.866,107.894,107.895,107.866,107.869
2019/10/11 06:50:00,107.866,107.867,107.865,107.866,107.869,107.87,107.868,107.869
2019/10/11 06:51:00,107.866,107.868,107.865,107.867,107.869,107.871,107.868,107.87
2019/10/11 06:52:00,107.867,107.867,107.864,107.867,107.87,107.87,107.867,107.87
2019/10/11 06:53:00,107.867,107.868,107.863,107.868,107.87,107.871,107.866,107.871
2019/10/11 06:54:00,107.868,107.869,107.867,107.867,107.871,107.872,107.87,107.87
2019/10/11 06:55:00,107.867,107.868,107.867,107.868,107.87,107.871,107.87,107.871
2019/10/11 06:56:00,107.868,107.868,107.867,107.868,107.871,107.871,107.87,107.871
2019/10/11 06:57:00,107.868,107.869,107.866,107.868,107.871,107.872,107.869,107.871
2019/10/11 06:58:00,107.868,107.874,107.868,107.873,107.871,107.877,107.871,107.876
2019/10/11 06:59:00,107.873,107.873,107.866,107.868,107.876,107.876,107.869,107.871
2019/10/11 07:00:00,107.868,107.889,107.861,107.889,107.871,107.892,107.864,107.892
2019/10/11 07:01:00,107.889,107.896,107.882,107.884,107.892,107.9,107.886,107.887
2019/10/11 07:02:00,107.884,107.894,107.878,107.89,107.887,107.899,107.881,107.897
2019/10/11 07:03:00,107.89,107.89,107.884,107.884,107.897,107.897,107.891,107.891
2019/10/11 07:04:00,107.884,107.898,107.879,107.898,107.891,107.901,107.884,107.901
2019/10/11 07:05:00,107.898,107.9,107.879,107.879,107.901,107.904,107.884,107.886
2019/10/11 07:06:00,107.879,107.885,107.875,107.88,107.886,107.89,107.878,107.883
2019/10/11 07:07:00,107.88,107.88,107.86,107.87,107.883,107.883,107.865,107.873
2019/10/11 07:08:00,107.87,107.875,107.87,107.872,107.873,107.882,107.873,107.879
2019/10/11 07:09:00,107.872,107.88,107.872,107.875,107.879,107.885,107.877,107.882
2019/10/11 07:10:00,107.875,107.877,107.866,107.869,107.882,107.884,107.871,107.872
2019/10/11 07:11:00,107.869,107.87,107.852,107.863,107.872,107.876,107.856,107.866
2019/10/11 07:12:00,107.863,107.87,107.86,107.863,107.866,107.875,107.866,107.866
2019/10/11 07:13:00,107.863,107.877,107.862,107.87,107.866,107.88,107.866,107.873
2019/10/11 07:14:00,107.87,107.87,107.867,107.867,107.873,107.874,107.872,107.874
2019/10/11 07:15:00,107.867,107.877,107.867,107.87,107.874,107.881,107.872,107.873
2019/10/11 07:16:00,107.87,107.876,107.867,107.867,107.873,107.879,107.872,107.874
2019/10/11 07:17:00,107.867,107.879,107.867,107.876,107.874,107.886,107.874,107.883
2019/10/11 07:18:00,107.876,107.878,107.873,107.874,107.883,107.883,107.877,107.877
2019/10/11 07:19:00,107.874,107.874,107.867,107.867,107.877,107.879,107.873,107.874
2019/10/11 07:20:00,107.867,107.876,107.867,107.867,107.874,107.881,107.87,107.87
2019/10/11 07:21:00,107.867,107.868,107.856,107.867,107.87,107.871,107.859,107.87
2019/10/11 07:22:00,107.867,107.877,107.866,107.874,107.87,107.88,107.869,107.877
2019/10/11 07:23:00,107.874,107.879,107.873,107.879,107.877,107.882,107.876,107.882
2019/10/11 07:24:00,107.879,107.888,107.873,107.882,107.882,107.894,107.879,107.885
2019/10/11 07:25:00,107.882,107.892,107.881,107.891,107.885,107.896,107.884,107.894
2019/10/11 07:26:00,107.891,107.892,107.878,107.888,107.894,107.897,107.885,107.891
2019/10/11 07:27:00,107.888,107.894,107.884,107.892,107.891,107.899,107.887,107.895
2019/10/11 07:28:00,107.892,107.896,107.889,107.89,107.895,107.899,107.894,107.897
2019/10/11 07:29:00,107.89,107.902,107.889,107.897,107.897,107.905,107.894,107.9
2019/10/11 07:30:00,107.897,107.912,107.897,107.902,107.9,107.915,107.9,107.905
2019/10/11 07:31:00,107.902,107.906,107.898,107.905,107.905,107.909,107.902,107.908
2019/10/11 07:32:00,107.905,107.916,107.903,107.916,107.908,107.92,107.907,107.919
2019/10/11 07:33:00,107.916,107.931,107.914,107.93,107.919,107.936,107.918,107.933
2019/10/11 07:34:00,107.93,107.934,107.921,107.928,107.933,107.937,107.926,107.931
2019/10/11 07:35:00,107.928,107.937,107.921,107.931,107.931,107.941,107.927,107.934
2019/10/11 07:36:00,107.931,107.944,107.927,107.944,107.934,107.947,107.934,107.947
2019/10/11 07:37:00,107.944,107.946,107.94,107.945,107.947,107.951,107.946,107.948
2019/10/11 07:38:00,107.945,107.946,107.927,107.939,107.948,107.951,107.93,107.942
2019/10/11 07:39:00,107.939,107.944,107.935,107.943,107.942,107.947,107.94,107.946
2019/10/11 07:40:00,107.943,107.948,107.94,107.944,107.946,107.951,107.946,107.947
2019/10/11 07:41:00,107.944,107.944,107.932,107.939,107.947,107.947,107.936,107.942
2019/10/11 07:42:00,107.939,107.942,107.933,107.94,107.942,107.947,107.939,107.943
2019/10/11 07:43:00,107.94,107.94,107.931,107.935,107.943,107.943,107.935,107.938
2019/10/11 07:44:00,107.935,107.936,107.918,107.922,107.938,107.941,107.924,107.925
2019/10/11 07:45:00,107.922,107.922,107.919,107.921,107.925,107.926,107.923,107.924
2019/10/11 07:46:00,107.921,107.921,107.912,107.916,107.924,107.924,107.918,107.919
2019/10/11 07:47:00,107.916,107.921,107.914,107.917,107.919,107.925,107.919,107.92
2019/10/11 07:48:00,107.917,107.924,107.913,107.923,107.92,107.927,107.916,107.926
2019/10/11 07:49:00,107.923,107.925,107.918,107.92,107.926,107.928,107.922,107.923
2019/10/11 07:50:00,107.92,107.921,107.901,107.907,107.923,107.924,107.907,107.91
2019/10/11 07:51:00,107.907,107.911,107.901,107.905,107.91,107.914,107.905,107.908
2019/10/11 07:52:00,107.905,107.922,107.889,107.891,107.908,107.927,107.892,107.894
2019/10/11 07:53:00,107.891,107.896,107.886,107.892,107.894,107.904,107.891,107.899
2019/10/11 07:54:00,107.892,107.898,107.883,107.886,107.899,107.902,107.888,107.889
2019/10/11 07:55:00,107.886,107.899,107.886,107.896,107.889,107.904,107.889,107.903
2019/10/11 07:56:00,107.896,107.903,107.896,107.903,107.903,107.906,107.9,107.906
2019/10/11 07:57:00,107.903,107.905,107.895,107.904,107.906,107.909,107.9,107.907
2019/10/11 07:58:00,107.904,107.96,107.902,107.95,107.907,107.968,107.907,107.957
2019/10/11 07:59:00,107.95,107.975,107.934,107.936,107.957,107.978,107.939,107.939
2019/10/11 08:00:00,107.936,107.938,107.904,107.905,107.939,107.941,107.908,107.908
2019/10/11 08:01:00,107.905,107.911,107.897,107.905,107.908,107.914,107.9,107.908
2019/10/11 08:02:00,107.905,107.907,107.898,107.906,107.908,107.91,107.901,107.909
2019/10/11 08:03:00,107.906,107.914,107.9,107.913,107.909,107.917,107.903,107.916
2019/10/11 08:04:00,107.913,107.921,107.9,107.91,107.916,107.926,107.905,107.913
2019/10/11 08:05:00,107.91,107.918,107.909,107.918,107.913,107.924,107.912,107.921
2019/10/11 08:06:00,107.918,107.926,107.911,107.924,107.921,107.929,107.916,107.927
2019/10/11 08:07:00,107.924,107.924,107.919,107.923,107.927,107.927,107.922,107.926
2019/10/11 08:08:00,107.923,107.924,107.917,107.917,107.926,107.927,107.92,107.92
2019/10/11 08:09:00,107.917,107.917,107.9,107.905,107.92,107.92,107.903,107.908
2019/10/11 08:10:00,107.905,107.909,107.9,107.903,107.908,107.913,107.903,107.906
2019/10/11 08:11:00,107.903,107.911,107.899,107.909,107.906,107.914,107.902,107.912
2019/10/11 08:12:00,107.909,107.912,107.904,107.91,107.912,107.915,107.907,107.913
2019/10/11 08:13:00,107.91,107.911,107.9,107.904,107.913,107.914,107.903,107.907
2019/10/11 08:14:00,107.904,107.917,107.903,107.909,107.907,107.92,107.906,107.912
2019/10/11 08:15:00,107.909,107.914,107.907,107.909,107.912,107.917,107.91,107.912
2019/10/11 08:16:00,107.909,107.912,107.908,107.909,107.912,107.915,107.911,107.912
2019/10/11 08:17:00,107.909,107.914,107.908,107.914,107.912,107.917,107.911,107.917
2019/10/11 08:18:00,107.914,107.916,107.908,107.913,107.917,107.919,107.911,107.916
2019/10/11 08:19:00,107.913,107.921,107.91,107.92,107.916,107.924,107.913,107.923
2019/10/11 08:20:00,107.92,107.92,107.909,107.911,107.923,107.923,107.912,107.914
2019/10/11 08:21:00,107.911,107.913,107.909,107.911,107.914,107.916,107.912,107.914
2019/10/11 08:22:00,107.911,107.911,107.905,107.905,107.914,107.914,107.908,107.908
2019/10/11 08:23:00,107.905,107.91,107.904,107.904,107.908,107.913,107.907,107.907
2019/10/11 08:24:00,107.904,107.905,107.901,107.903,107.907,107.908,107.904,107.906
2019/10/11 08:25:00,107.903,107.903,107.895,107.899,107.906,107.906,107.898,107.902
2019/10/11 08:26:00,107.899,107.908,107.898,107.904,107.902,107.913,107.901,107.907
2019/10/11 08:27:00,107.904,107.906,107.896,107.898,107.907,107.909,107.899,107.901
2019/10/11 08:28:00,107.898,107.898,107.897,107.898,107.901,107.901,107.9,107.901
2019/10/11 08:29:00,107.898,107.898,107.897,107.898,107.901,107.901,107.9,107.901
2019/10/11 08:30:00,107.898,107.898,107.883,107.898,107.901,107.901,107.887,107.901
2019/10/11 08:31:00,107.898,107.901,107.885,107.896,107.901,107.904,107.888,107.899
2019/10/11 08:32:00,107.896,107.9,107.893,107.897,107.899,107.903,107.896,107.9
2019/10/11 08:33:00,107.897,107.899,107.896,107.896,107.9,107.902,107.899,107.899
2019/10/11 08:34:00,107.896,107.899,107.891,107.892,107.899,107.902,107.894,107.895
2019/10/11 08:35:00,107.892,107.894,107.888,107.893,107.895,107.897,107.891,107.896
2019/10/11 08:36:00,107.893,107.893,107.887,107.887,107.896,107.896,107.89,107.89
2019/10/11 08:37:00,107.887,107.887,107.875,107.879,107.89,107.89,107.881,107.882
2019/10/11 08:38:00,107.879,107.88,107.87,107.87,107.882,107.883,107.873,107.873
2019/10/11 08:39:00,107.87,107.872,107.865,107.869,107.873,107.875,107.868,107.872
2019/10/11 08:40:00,107.869,107.877,107.868,107.877,107.872,107.88,107.871,107.88
2019/10/11 08:41:00,107.877,107.888,107.877,107.882,107.88,107.891,107.88,107.885
2019/10/11 08:42:00,107.882,107.886,107.877,107.883,107.885,107.889,107.88,107.886
2019/10/11 08:43:00,107.883,107.889,107.882,107.882,107.886,107.892,107.885,107.885
2019/10/11 08:44:00,107.882,107.889,107.877,107.883,107.885,107.892,107.88,107.886
2019/10/11 08:45:00,107.883,107.885,107.87,107.876,107.886,107.888,107.873,107.879
2019/10/11 08:46:00,107.876,107.876,107.861,107.868,107.879,107.879,107.864,107.871
2019/10/11 08:47:00,107.868,107.868,107.86,107.861,107.871,107.871,107.863,107.864
2019/10/11 08:48:00,107.861,107.864,107.848,107.857,107.864,107.867,107.853,107.86
2019/10/11 08:49:00,107.857,107.862,107.855,107.855,107.86,107.866,107.858,107.858
2019/10/11 08:50:00,107.855,107.857,107.852,107.857,107.858,107.86,107.855,107.86
2019/10/11 08:51:00,107.857,107.857,107.849,107.85,107.86,107.86,107.852,107.853
2019/10/11 08:52:00,107.85,107.862,107.85,107.862,107.853,107.865,107.853,107.865
2019/10/11 08:53:00,107.862,107.862,107.86,107.862,107.865,107.865,107.863,107.865
2019/10/11 08:54:00,107.862,107.862,107.861,107.862,107.865,107.865,107.864,107.865
2019/10/11 08:55:00,107.862,107.887,107.862,107.886,107.865,107.89,107.865,107.889
2019/10/11 08:56:00,107.886,107.889,107.883,107.886,107.889,107.892,107.886,107.889
2019/10/11 08:57:00,107.886,107.888,107.883,107.884,107.889,107.891,107.886,107.887
2019/10/11 08:58:00,107.884,107.884,107.876,107.878,107.887,107.887,107.88,107.881
2019/10/11 08:59:00,107.878,107.878,107.862,107.868,107.881,107.881,107.865,107.871
2019/10/11 09:00:00,107.868,107.881,107.851,107.877,107.871,107.884,107.854,107.88
2019/10/11 09:01:00,107.877,107.888,107.866,107.873,107.88,107.891,107.869,107.876
2019/10/11 09:02:00,107.873,107.884,107.86,107.865,107.876,107.887,107.863,107.868
2019/10/11 09:03:00,107.865,107.877,107.862,107.872,107.868,107.88,107.865,107.875
2019/10/11 09:04:00,107.872,107.874,107.863,107.869,107.875,107.877,107.866,107.872
2019/10/11 09:05:00,107.869,107.884,107.867,107.879,107.872,107.887,107.87,107.882
2019/10/11 09:06:00,107.879,107.879,107.862,107.869,107.882,107.882,107.865,107.872
2019/10/11 09:07:00,107.869,107.888,107.869,107.888,107.872,107.891,107.872,107.891
2019/10/11 09:08:00,107.888,107.891,107.879,107.884,107.891,107.894,107.882,107.887
2019/10/11 09:09:00,107.884,107.886,107.873,107.88,107.887,107.889,107.877,107.883
2019/10/11 09:10:00,107.88,107.894,107.872,107.891,107.883,107.897,107.876,107.894
2019/10/11 09:11:00,107.891,107.899,107.89,107.896,107.894,107.902,107.893,107.899
2019/10/11 09:12:00,107.896,107.907,107.896,107.907,107.899,107.91,107.899,107.91
2019/10/11 09:13:00,107.907,107.913,107.894,107.894,107.91,107.916,107.897,107.897
2019/10/11 09:14:00,107.894,107.899,107.892,107.898,107.897,107.902,107.895,107.901
2019/10/11 09:15:00,107.898,107.908,107.891,107.904,107.901,107.911,107.894,107.907
2019/10/11 09:16:00,107.904,107.904,107.895,107.899,107.907,107.907,107.898,107.902
2019/10/11 09:17:00,107.899,107.9,107.891,107.893,107.902,107.903,107.894,107.896
2019/10/11 09:18:00,107.893,107.899,107.89,107.894,107.896,107.902,107.893,107.897
2019/10/11 09:19:00,107.894,107.894,107.881,107.883,107.897,107.897,107.885,107.886
2019/10/11 09:20:00,107.883,107.887,107.882,107.886,107.886,107.89,107.885,107.889
2019/10/11 09:21:00,107.886,107.886,107.868,107.875,107.889,107.889,107.871,107.878
2019/10/11 09:22:00,107.875,107.878,107.871,107.875,107.878,107.881,107.874,107.878
2019/10/11 09:23:00,107.875,107.875,107.875,107.875,107.878,107.878,107.878,107.878
2019/10/11 09:24:00,107.875,107.877,107.865,107.873,107.878,107.881,107.868,107.876
2019/10/11 09:25:00,107.873,107.886,107.873,107.879,107.876,107.889,107.876,107.882
2019/10/11 09:26:00,107.879,107.881,107.873,107.878,107.882,107.884,107.876,107.881
2019/10/11 09:27:00,107.878,107.881,107.87,107.873,107.881,107.884,107.873,107.876
2019/10/11 09:28:00,107.873,107.873,107.863,107.865,107.876,107.876,107.866,107.868
2019/10/11 09:29:00,107.865,107.867,107.85,107.854,107.868,107.87,107.853,107.857
2019/10/11 09:30:00,107.854,107.863,107.848,107.863,107.857,107.866,107.851,107.866
2019/10/11 09:31:00,107.863,107.871,107.855,107.856,107.866,107.874,107.858,107.859
2019/10/11 09:32:00,107.856,107.871,107.854,107.867,107.859,107.874,107.857,107.87
2019/10/11 09:33:00,107.867,107.871,107.861,107.87,107.87,107.874,107.864,107.873
2019/10/11 09:34:00,107.87,107.877,107.868,107.872,107.873,107.88,107.871,107.875
2019/10/11 09:35:00,107.872,107.874,107.87,107.872,107.875,107.877,107.873,107.875
2019/10/11 09:36:00,107.872,107.874,107.866,107.871,107.875,107.877,107.869,107.874
2019/10/11 09:37:00,107.871,107.871,107.856,107.86,107.874,107.874,107.859,107.863
2019/10/11 09:38:00,107.86,107.861,107.858,107.86,107.863,107.864,107.861,107.863
2019/10/11 09:39:00,107.86,107.86,107.854,107.86,107.863,107.863,107.858,107.863
2019/10/11 09:40:00,107.86,107.873,107.859,107.866,107.863,107.876,107.862,107.869
2019/10/11 09:41:00,107.866,107.875,107.865,107.87,107.869,107.878,107.868,107.873
2019/10/11 09:42:00,107.87,107.873,107.866,107.868,107.873,107.876,107.869,107.871
2019/10/11 09:43:00,107.868,107.868,107.864,107.865,107.871,107.871,107.867,107.868
2019/10/11 09:44:00,107.865,107.866,107.863,107.864,107.868,107.869,107.866,107.867
2019/10/11 09:45:00,107.864,107.872,107.864,107.871,107.867,107.876,107.867,107.874
2019/10/11 09:46:00,107.871,107.871,107.866,107.871,107.874,107.874,107.869,107.874
2019/10/11 09:47:00,107.871,107.888,107.87,107.888,107.874,107.891,107.873,107.891
2019/10/11 09:48:00,107.888,107.902,107.881,107.9,107.891,107.905,107.884,107.903
2019/10/11 09:49:00,107.9,107.9,107.884,107.889,107.903,107.903,107.887,107.892
2019/10/11 09:50:00,107.889,107.972,107.889,107.972,107.892,107.978,107.892,107.975
2019/10/11 09:51:00,107.972,108.008,107.959,108,107.975,108.012,107.963,108.003
2019/10/11 09:52:00,108,108.011,107.989,108.011,108.003,108.014,107.992,108.014
2019/10/11 09:53:00,108.011,108.056,108.011,108.053,108.014,108.059,108.014,108.056
2019/10/11 09:54:00,108.053,108.083,108.051,108.078,108.056,108.086,108.054,108.081
2019/10/11 09:55:00,108.078,108.109,108.064,108.088,108.081,108.112,108.07,108.091
2019/10/11 09:56:00,108.088,108.129,108.077,108.079,108.091,108.136,108.082,108.082
2019/10/11 09:57:00,108.079,108.08,108.054,108.063,108.082,108.083,108.06,108.066
2019/10/11 09:58:00,108.063,108.079,108.063,108.072,108.066,108.082,108.066,108.075
2019/10/11 09:59:00,108.072,108.074,108.05,108.056,108.075,108.077,108.053,108.059
2019/10/11 10:00:00,108.056,108.071,108.039,108.052,108.059,108.074,108.042,108.055
2019/10/11 10:01:00,108.052,108.072,108.052,108.069,108.055,108.078,108.055,108.072
2019/10/11 10:02:00,108.069,108.075,108.048,108.074,108.072,108.078,108.052,108.077
2019/10/11 10:03:00,108.074,108.075,108.041,108.044,108.077,108.078,108.045,108.047
2019/10/11 10:04:00,108.044,108.058,108.033,108.052,108.047,108.061,108.038,108.055
2019/10/11 10:05:00,108.052,108.055,108.047,108.049,108.055,108.058,108.05,108.052
2019/10/11 10:06:00,108.049,108.062,108.047,108.062,108.052,108.065,108.05,108.065
2019/10/11 10:07:00,108.062,108.064,108.047,108.051,108.065,108.067,108.05,108.054
2019/10/11 10:08:00,108.051,108.054,108.023,108.025,108.054,108.057,108.026,108.028
2019/10/11 10:09:00,108.025,108.04,108.024,108.039,108.028,108.043,108.027,108.042
2019/10/11 10:10:00,108.039,108.044,108.025,108.037,108.042,108.047,108.028,108.04
2019/10/11 10:11:00,108.037,108.039,108.025,108.032,108.04,108.042,108.028,108.035
2019/10/11 10:12:00,108.032,108.032,108.012,108.012,108.035,108.035,108.015,108.015
2019/10/11 10:13:00,108.012,108.02,108.008,108.016,108.015,108.024,108.011,108.019
2019/10/11 10:14:00,108.016,108.02,108.005,108.005,108.019,108.025,108.008,108.008
2019/10/11 10:15:00,108.005,108.024,108.005,108.021,108.008,108.028,108.008,108.024
2019/10/11 10:16:00,108.021,108.029,108.016,108.021,108.024,108.032,108.019,108.024
2019/10/11 10:17:00,108.021,108.025,108.018,108.022,108.024,108.028,108.021,108.025
2019/10/11 10:18:00,108.022,108.037,108.021,108.037,108.025,108.04,108.024,108.04
2019/10/11 10:19:00,108.037,108.047,108.029,108.03,108.04,108.05,108.032,108.033
2019/10/11 10:20:00,108.03,108.036,108.03,108.033,108.033,108.039,108.033,108.036
2019/10/11 10:21:00,108.033,108.033,108.023,108.026,108.036,108.036,108.026,108.029
2019/10/11 10:22:00,108.026,108.026,108.021,108.023,108.029,108.029,108.024,108.026
2019/10/11 10:23:00,108.023,108.026,108.017,108.024,108.026,108.029,108.02,108.027
2019/10/11 10:24:00,108.024,108.048,108.024,108.048,108.027,108.051,108.027,108.051
2019/10/11 10:25:00,108.048,108.065,108.043,108.062,108.051,108.068,108.046,108.065
2019/10/11 10:26:00,108.062,108.062,108.042,108.047,108.065,108.065,108.045,108.05
2019/10/11 10:27:00,108.047,108.048,108.036,108.042,108.05,108.051,108.039,108.045
2019/10/11 10:28:00,108.042,108.044,108.037,108.041,108.045,108.047,108.04,108.044
2019/10/11 10:29:00,108.041,108.042,108.031,108.04,108.044,108.045,108.034,108.043
2019/10/11 10:30:00,108.04,108.04,108.029,108.032,108.043,108.043,108.032,108.035
2019/10/11 10:31:00,108.032,108.065,108.032,108.059,108.035,108.068,108.035,108.062
2019/10/11 10:32:00,108.059,108.059,108.039,108.04,108.062,108.062,108.042,108.043
2019/10/11 10:33:00,108.04,108.045,108.034,108.043,108.043,108.049,108.037,108.046
2019/10/11 10:34:00,108.043,108.044,108.029,108.03,108.046,108.047,108.032,108.033
2019/10/11 10:35:00,108.03,108.037,108.029,108.034,108.033,108.04,108.032,108.037
2019/10/11 10:36:00,108.034,108.047,108.028,108.034,108.037,108.05,108.031,108.037
2019/10/11 10:37:00,108.034,108.034,108.015,108.018,108.037,108.037,108.018,108.021
2019/10/11 10:38:00,108.018,108.025,108.018,108.018,108.021,108.028,108.021,108.021
2019/10/11 10:39:00,108.018,108.019,108.01,108.013,108.021,108.022,108.013,108.016
2019/10/11 10:40:00,108.013,108.015,107.998,108.007,108.016,108.018,108.003,108.01
2019/10/11 10:41:00,108.007,108.014,108.002,108.013,108.01,108.017,108.005,108.016
2019/10/11 10:42:00,108.013,108.014,108,108.006,108.016,108.017,108.003,108.009
2019/10/11 10:43:00,108.006,108.006,107.999,108.002,108.009,108.009,108.002,108.005
2019/10/11 10:44:00,108.002,108.005,108,108.001,108.005,108.008,108.003,108.004
2019/10/11 10:45:00,108.001,108.004,107.995,107.997,108.004,108.007,107.998,108
2019/10/11 10:46:00,107.997,107.998,107.976,107.983,108,108.001,107.979,107.986
2019/10/11 10:47:00,107.983,107.99,107.98,107.985,107.986,107.994,107.983,107.988
2019/10/11 10:48:00,107.985,107.995,107.984,107.987,107.988,107.998,107.987,107.99
2019/10/11 10:49:00,107.987,107.99,107.975,107.979,107.99,107.993,107.978,107.982
2019/10/11 10:50:00,107.979,107.98,107.972,107.978,107.982,107.983,107.975,107.981
2019/10/11 10:51:00,107.978,107.987,107.975,107.987,107.981,107.99,107.978,107.99
2019/10/11 10:52:00,107.987,107.987,107.969,107.977,107.99,107.99,107.972,107.98
2019/10/11 10:53:00,107.977,107.985,107.975,107.984,107.98,107.988,107.978,107.987
2019/10/11 10:54:00,107.984,107.984,107.974,107.974,107.987,107.987,107.977,107.977
2019/10/11 10:55:00,107.974,107.981,107.972,107.978,107.977,107.984,107.975,107.981
2019/10/11 10:56:00,107.978,107.979,107.971,107.973,107.981,107.982,107.974,107.976
2019/10/11 10:57:00,107.973,107.975,107.97,107.972,107.976,107.978,107.973,107.975
2019/10/11 10:58:00,107.972,107.973,107.964,107.968,107.975,107.976,107.967,107.971
2019/10/11 10:59:00,107.968,107.971,107.965,107.969,107.971,107.974,107.968,107.972
2019/10/11 11:00:00,107.969,107.972,107.962,107.966,107.972,107.975,107.965,107.969
2019/10/11 11:01:00,107.966,107.97,107.96,107.962,107.969,107.974,107.963,107.965
2019/10/11 11:02:00,107.962,107.962,107.955,107.957,107.965,107.965,107.96,107.96
2019/10/11 11:03:00,107.957,107.957,107.949,107.95,107.96,107.96,107.952,107.953
2019/10/11 11:04:00,107.95,107.955,107.949,107.953,107.953,107.958,107.952,107.956
2019/10/11 11:05:00,107.953,107.963,107.95,107.963,107.956,107.966,107.953,107.966
2019/10/11 11:06:00,107.963,107.966,107.959,107.962,107.966,107.969,107.962,107.965
2019/10/11 11:07:00,107.962,107.964,107.959,107.96,107.965,107.969,107.962,107.963
