日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2019/10/10 07:07:00,107.462,107.462,107.458,107.458,107.465,107.465,107.461,107.461
2019/10/10 07:08:00,107.458,107.459,107.452,107.453,107.461,107.462,107.455,107.456
2019/10/10 07:09:00,107.453,107.453,107.449,107.451,107.456,107.456,107.452,107.454
2019/10/10 07:10:00,107.451,107.451,107.449,107.45,107.454,107.454,107.452,107.453
2019/10/10 07:11:00,107.45,107.45,107.449,107.45,107.453,107.453,107.452,107.453
2019/10/10 07:12:00,107.45,107.454,107.45,107.454,107.453,107.457,107.453,107.457
2019/10/10 07:13:00,107.454,107.457,107.451,107.457,107.457,107.46,107.454,107.46
2019/10/10 07:14:00,107.457,107.462,107.455,107.456,107.46,107.465,107.458,107.459
2019/10/10 07:15:00,107.456,107.461,107.453,107.453,107.459,107.464,107.456,107.456
2019/10/10 07:16:00,107.453,107.455,107.449,107.449,107.456,107.458,107.452,107.452
2019/10/10 07:17:00,107.449,107.453,107.448,107.452,107.452,107.456,107.451,107.455
2019/10/10 07:18:00,107.452,107.452,107.422,107.426,107.455,107.455,107.426,107.433
2019/10/10 07:19:00,107.426,107.43,107.378,107.382,107.433,107.433,107.384,107.385
2019/10/10 07:20:00,107.382,107.389,107.236,107.243,107.385,107.393,107.24,107.25
2019/10/10 07:21:00,107.243,107.253,107.188,107.222,107.25,107.258,107.195,107.225
2019/10/10 07:22:00,107.222,107.253,107.183,107.198,107.225,107.258,107.187,107.201
2019/10/10 07:23:00,107.198,107.254,107.175,107.248,107.201,107.258,107.181,107.255
2019/10/10 07:24:00,107.248,107.266,107.191,107.193,107.255,107.274,107.195,107.196
2019/10/10 07:25:00,107.193,107.205,107.154,107.174,107.196,107.208,107.158,107.177
2019/10/10 07:26:00,107.174,107.19,107.136,107.177,107.177,107.194,107.139,107.18
2019/10/10 07:27:00,107.177,107.177,107.106,107.127,107.18,107.18,107.109,107.134
2019/10/10 07:28:00,107.127,107.185,107.098,107.164,107.134,107.193,107.104,107.167
2019/10/10 07:29:00,107.164,107.177,107.141,107.174,107.167,107.18,107.144,107.177
2019/10/10 07:30:00,107.174,107.177,107.148,107.159,107.177,107.18,107.153,107.162
2019/10/10 07:31:00,107.159,107.216,107.141,107.208,107.162,107.22,107.148,107.211
2019/10/10 07:32:00,107.208,107.21,107.172,107.175,107.211,107.213,107.178,107.178
2019/10/10 07:33:00,107.175,107.187,107.127,107.134,107.178,107.191,107.133,107.141
2019/10/10 07:34:00,107.134,107.151,107.112,107.131,107.141,107.154,107.115,107.134
2019/10/10 07:35:00,107.131,107.154,107.101,107.14,107.134,107.157,107.105,107.143
2019/10/10 07:36:00,107.14,107.148,107.1,107.121,107.143,107.151,107.106,107.124
2019/10/10 07:37:00,107.121,107.121,107.1,107.117,107.124,107.124,107.103,107.12
2019/10/10 07:38:00,107.117,107.119,107.069,107.09,107.12,107.122,107.073,107.093
2019/10/10 07:39:00,107.09,107.128,107.086,107.113,107.093,107.131,107.09,107.116
2019/10/10 07:40:00,107.113,107.12,107.079,107.091,107.116,107.124,107.083,107.098
2019/10/10 07:41:00,107.091,107.094,107.064,107.087,107.098,107.098,107.073,107.09
2019/10/10 07:42:00,107.087,107.1,107.077,107.092,107.09,107.103,107.087,107.095
2019/10/10 07:43:00,107.092,107.093,107.041,107.087,107.095,107.098,107.045,107.09
2019/10/10 07:44:00,107.087,107.101,107.064,107.067,107.09,107.104,107.07,107.07
2019/10/10 07:45:00,107.067,107.097,107.066,107.097,107.07,107.103,107.069,107.1
2019/10/10 07:46:00,107.097,107.106,107.091,107.105,107.1,107.109,107.095,107.108
2019/10/10 07:47:00,107.105,107.126,107.103,107.113,107.108,107.129,107.106,107.116
2019/10/10 07:48:00,107.113,107.126,107.102,107.117,107.116,107.131,107.105,107.12
2019/10/10 07:49:00,107.117,107.125,107.11,107.116,107.12,107.128,107.114,107.119
2019/10/10 07:50:00,107.116,107.132,107.107,107.111,107.119,107.136,107.11,107.114
2019/10/10 07:51:00,107.111,107.128,107.11,107.11,107.114,107.131,107.113,107.113
2019/10/10 07:52:00,107.11,107.121,107.109,107.11,107.113,107.124,107.112,107.113
2019/10/10 07:53:00,107.11,107.121,107.101,107.101,107.113,107.124,107.108,107.108
2019/10/10 07:54:00,107.101,107.118,107.097,107.103,107.108,107.121,107.1,107.106
2019/10/10 07:55:00,107.103,107.104,107.083,107.091,107.106,107.107,107.086,107.094
2019/10/10 07:56:00,107.091,107.093,107.049,107.053,107.094,107.096,107.054,107.056
2019/10/10 07:57:00,107.053,107.056,107.036,107.046,107.056,107.059,107.039,107.049
2019/10/10 07:58:00,107.046,107.061,107.044,107.046,107.049,107.064,107.047,107.049
2019/10/10 07:59:00,107.046,107.074,107.033,107.073,107.049,107.077,107.036,107.076
2019/10/10 08:00:00,107.073,107.077,107.037,107.06,107.076,107.08,107.04,107.063
2019/10/10 08:01:00,107.06,107.091,107.06,107.084,107.063,107.095,107.063,107.087
2019/10/10 08:02:00,107.084,107.09,107.077,107.089,107.087,107.093,107.08,107.092
2019/10/10 08:03:00,107.089,107.09,107.069,107.069,107.092,107.093,107.072,107.072
2019/10/10 08:04:00,107.069,107.092,107.069,107.084,107.072,107.095,107.072,107.087
2019/10/10 08:05:00,107.084,107.099,107.081,107.096,107.087,107.102,107.084,107.099
2019/10/10 08:06:00,107.096,107.105,107.088,107.092,107.099,107.108,107.091,107.095
2019/10/10 08:07:00,107.092,107.093,107.077,107.092,107.095,107.098,107.08,107.095
2019/10/10 08:08:00,107.092,107.092,107.068,107.07,107.095,107.095,107.071,107.073
2019/10/10 08:09:00,107.07,107.093,107.07,107.092,107.073,107.097,107.073,107.095
2019/10/10 08:10:00,107.092,107.097,107.078,107.078,107.095,107.1,107.081,107.081
2019/10/10 08:11:00,107.078,107.083,107.071,107.082,107.081,107.086,107.077,107.085
2019/10/10 08:12:00,107.082,107.092,107.082,107.091,107.085,107.095,107.085,107.094
2019/10/10 08:13:00,107.091,107.099,107.074,107.099,107.094,107.104,107.077,107.102
2019/10/10 08:14:00,107.099,107.111,107.096,107.102,107.102,107.114,107.099,107.105
2019/10/10 08:15:00,107.102,107.109,107.096,107.108,107.105,107.113,107.099,107.111
2019/10/10 08:16:00,107.108,107.108,107.093,107.095,107.111,107.111,107.096,107.098
2019/10/10 08:17:00,107.095,107.112,107.095,107.109,107.098,107.115,107.098,107.112
2019/10/10 08:18:00,107.109,107.143,107.106,107.141,107.112,107.146,107.109,107.144
2019/10/10 08:19:00,107.141,107.141,107.108,107.108,107.144,107.144,107.111,107.111
2019/10/10 08:20:00,107.108,107.108,107.083,107.099,107.111,107.111,107.086,107.102
2019/10/10 08:21:00,107.099,107.107,107.092,107.103,107.102,107.113,107.095,107.106
2019/10/10 08:22:00,107.103,107.11,107.101,107.106,107.106,107.113,107.104,107.109
2019/10/10 08:23:00,107.106,107.112,107.105,107.111,107.109,107.115,107.108,107.114
2019/10/10 08:24:00,107.111,107.112,107.106,107.107,107.114,107.115,107.109,107.11
2019/10/10 08:25:00,107.107,107.112,107.106,107.112,107.11,107.115,107.109,107.115
2019/10/10 08:26:00,107.112,107.113,107.111,107.112,107.115,107.116,107.114,107.115
2019/10/10 08:27:00,107.112,107.118,107.107,107.116,107.115,107.121,107.11,107.119
2019/10/10 08:28:00,107.116,107.117,107.111,107.111,107.119,107.12,107.114,107.114
2019/10/10 08:29:00,107.111,107.14,107.111,107.13,107.114,107.144,107.114,107.133
2019/10/10 08:30:00,107.13,107.138,107.13,107.131,107.133,107.141,107.133,107.134
2019/10/10 08:31:00,107.131,107.142,107.123,107.141,107.134,107.145,107.126,107.144
2019/10/10 08:32:00,107.141,107.148,107.125,107.145,107.144,107.151,107.128,107.148
2019/10/10 08:33:00,107.145,107.168,107.135,107.164,107.148,107.171,107.139,107.167
2019/10/10 08:34:00,107.164,107.168,107.154,107.163,107.167,107.173,107.157,107.166
2019/10/10 08:35:00,107.163,107.167,107.148,107.148,107.166,107.17,107.151,107.151
2019/10/10 08:36:00,107.148,107.163,107.146,107.163,107.151,107.166,107.149,107.166
2019/10/10 08:37:00,107.163,107.171,107.163,107.17,107.166,107.174,107.166,107.173
2019/10/10 08:38:00,107.17,107.172,107.163,107.169,107.173,107.175,107.166,107.172
2019/10/10 08:39:00,107.169,107.176,107.166,107.167,107.172,107.179,107.169,107.17
2019/10/10 08:40:00,107.167,107.171,107.158,107.17,107.17,107.174,107.161,107.173
2019/10/10 08:41:00,107.17,107.182,107.169,107.18,107.173,107.185,107.172,107.183
2019/10/10 08:42:00,107.18,107.18,107.159,107.161,107.183,107.183,107.162,107.164
2019/10/10 08:43:00,107.161,107.162,107.132,107.152,107.164,107.165,107.136,107.155
2019/10/10 08:44:00,107.152,107.156,107.135,107.148,107.155,107.159,107.138,107.151
2019/10/10 08:45:00,107.148,107.167,107.144,107.151,107.151,107.17,107.147,107.154
2019/10/10 08:46:00,107.151,107.152,107.14,107.151,107.154,107.155,107.143,107.154
2019/10/10 08:47:00,107.151,107.158,107.147,107.158,107.154,107.161,107.15,107.161
2019/10/10 08:48:00,107.158,107.162,107.154,107.162,107.161,107.165,107.157,107.165
2019/10/10 08:49:00,107.162,107.172,107.156,107.172,107.165,107.175,107.159,107.175
2019/10/10 08:50:00,107.172,107.172,107.15,107.15,107.175,107.175,107.153,107.153
2019/10/10 08:51:00,107.15,107.151,107.146,107.151,107.153,107.155,107.149,107.154
2019/10/10 08:52:00,107.151,107.163,107.148,107.163,107.154,107.167,107.151,107.166
2019/10/10 08:53:00,107.163,107.176,107.155,107.165,107.166,107.179,107.158,107.168
2019/10/10 08:54:00,107.165,107.171,107.157,107.164,107.168,107.174,107.16,107.167
2019/10/10 08:55:00,107.164,107.176,107.162,107.171,107.167,107.179,107.165,107.174
2019/10/10 08:56:00,107.171,107.174,107.165,107.172,107.174,107.177,107.168,107.175
2019/10/10 08:57:00,107.172,107.18,107.168,107.178,107.175,107.183,107.171,107.181
2019/10/10 08:58:00,107.178,107.182,107.174,107.181,107.181,107.185,107.177,107.184
2019/10/10 08:59:00,107.181,107.234,107.178,107.225,107.184,107.237,107.181,107.228
2019/10/10 09:00:00,107.225,107.26,107.209,107.231,107.228,107.263,107.212,107.234
2019/10/10 09:01:00,107.231,107.349,107.225,107.323,107.234,107.356,107.228,107.326
2019/10/10 09:02:00,107.323,107.357,107.298,107.312,107.326,107.36,107.303,107.319
2019/10/10 09:03:00,107.312,107.336,107.299,107.304,107.319,107.339,107.303,107.307
2019/10/10 09:04:00,107.304,107.34,107.296,107.335,107.307,107.345,107.301,107.338
2019/10/10 09:05:00,107.335,107.349,107.309,107.334,107.338,107.352,107.312,107.337
2019/10/10 09:06:00,107.334,107.348,107.306,107.314,107.337,107.351,107.314,107.317
2019/10/10 09:07:00,107.314,107.348,107.297,107.339,107.317,107.352,107.303,107.342
2019/10/10 09:08:00,107.339,107.368,107.339,107.344,107.342,107.371,107.342,107.347
2019/10/10 09:09:00,107.344,107.349,107.321,107.329,107.347,107.352,107.324,107.332
2019/10/10 09:10:00,107.329,107.337,107.319,107.324,107.332,107.34,107.322,107.327
2019/10/10 09:11:00,107.324,107.335,107.305,107.333,107.327,107.338,107.309,107.336
2019/10/10 09:12:00,107.333,107.341,107.325,107.33,107.336,107.344,107.328,107.333
2019/10/10 09:13:00,107.33,107.347,107.33,107.339,107.333,107.351,107.333,107.342
2019/10/10 09:14:00,107.339,107.345,107.32,107.323,107.342,107.348,107.323,107.326
2019/10/10 09:15:00,107.323,107.349,107.319,107.345,107.326,107.352,107.322,107.348
2019/10/10 09:16:00,107.345,107.345,107.323,107.324,107.348,107.348,107.326,107.327
2019/10/10 09:17:00,107.324,107.325,107.249,107.284,107.327,107.328,107.255,107.287
2019/10/10 09:18:00,107.284,107.298,107.254,107.275,107.287,107.301,107.257,107.278
2019/10/10 09:19:00,107.275,107.284,107.248,107.274,107.278,107.288,107.252,107.277
2019/10/10 09:20:00,107.274,107.283,107.231,107.247,107.277,107.288,107.234,107.25
2019/10/10 09:21:00,107.247,107.25,107.22,107.232,107.25,107.253,107.223,107.235
2019/10/10 09:22:00,107.232,107.25,107.226,107.226,107.235,107.253,107.229,107.229
2019/10/10 09:23:00,107.226,107.23,107.199,107.206,107.229,107.233,107.202,107.209
2019/10/10 09:24:00,107.206,107.213,107.191,107.199,107.209,107.216,107.194,107.202
2019/10/10 09:25:00,107.199,107.208,107.182,107.185,107.202,107.211,107.185,107.188
2019/10/10 09:26:00,107.185,107.193,107.165,107.173,107.188,107.196,107.17,107.176
2019/10/10 09:27:00,107.173,107.193,107.168,107.187,107.176,107.196,107.171,107.19
2019/10/10 09:28:00,107.187,107.21,107.178,107.202,107.19,107.213,107.181,107.205
2019/10/10 09:29:00,107.202,107.224,107.202,107.209,107.205,107.229,107.205,107.212
2019/10/10 09:30:00,107.209,107.235,107.201,107.231,107.212,107.238,107.204,107.234
2019/10/10 09:31:00,107.231,107.259,107.231,107.259,107.234,107.262,107.234,107.262
2019/10/10 09:32:00,107.259,107.263,107.23,107.244,107.262,107.266,107.233,107.247
2019/10/10 09:33:00,107.244,107.249,107.221,107.239,107.247,107.252,107.224,107.242
2019/10/10 09:34:00,107.239,107.239,107.224,107.228,107.242,107.242,107.227,107.231
2019/10/10 09:35:00,107.228,107.241,107.223,107.24,107.231,107.244,107.226,107.243
2019/10/10 09:36:00,107.24,107.247,107.239,107.243,107.243,107.25,107.242,107.246
2019/10/10 09:37:00,107.243,107.308,107.237,107.294,107.246,107.312,107.24,107.297
2019/10/10 09:38:00,107.294,107.311,107.25,107.263,107.297,107.316,107.259,107.266
2019/10/10 09:39:00,107.263,107.278,107.254,107.276,107.266,107.281,107.257,107.279
2019/10/10 09:40:00,107.276,107.278,107.247,107.262,107.279,107.281,107.25,107.265
2019/10/10 09:41:00,107.262,107.29,107.261,107.281,107.265,107.295,107.264,107.284
2019/10/10 09:42:00,107.281,107.284,107.264,107.268,107.284,107.287,107.267,107.271
2019/10/10 09:43:00,107.268,107.277,107.263,107.265,107.271,107.28,107.266,107.268
2019/10/10 09:44:00,107.265,107.276,107.263,107.27,107.268,107.279,107.266,107.273
2019/10/10 09:45:00,107.27,107.285,107.27,107.273,107.273,107.288,107.273,107.276
2019/10/10 09:46:00,107.273,107.286,107.273,107.286,107.276,107.289,107.276,107.289
2019/10/10 09:47:00,107.286,107.301,107.286,107.295,107.289,107.304,107.289,107.298
2019/10/10 09:48:00,107.295,107.317,107.295,107.311,107.298,107.321,107.298,107.314
2019/10/10 09:49:00,107.311,107.325,107.299,107.303,107.314,107.331,107.302,107.306
2019/10/10 09:50:00,107.303,107.317,107.287,107.313,107.306,107.321,107.29,107.316
2019/10/10 09:51:00,107.313,107.314,107.296,107.301,107.316,107.317,107.299,107.304
2019/10/10 09:52:00,107.301,107.307,107.291,107.299,107.304,107.31,107.294,107.302
2019/10/10 09:53:00,107.299,107.302,107.288,107.295,107.302,107.305,107.291,107.298
2019/10/10 09:54:00,107.295,107.324,107.291,107.313,107.298,107.327,107.294,107.32
2019/10/10 09:55:00,107.313,107.316,107.301,107.313,107.32,107.32,107.304,107.316
2019/10/10 09:56:00,107.313,107.32,107.305,107.319,107.316,107.323,107.308,107.322
2019/10/10 09:57:00,107.319,107.323,107.297,107.304,107.322,107.326,107.3,107.307
2019/10/10 09:58:00,107.304,107.32,107.304,107.311,107.307,107.323,107.307,107.314
2019/10/10 09:59:00,107.311,107.32,107.311,107.313,107.314,107.323,107.314,107.316
2019/10/10 10:00:00,107.313,107.357,107.313,107.354,107.316,107.361,107.316,107.357
2019/10/10 10:01:00,107.354,107.354,107.33,107.334,107.357,107.357,107.333,107.337
2019/10/10 10:02:00,107.334,107.349,107.326,107.342,107.337,107.352,107.329,107.345
2019/10/10 10:03:00,107.342,107.349,107.331,107.334,107.345,107.352,107.334,107.337
2019/10/10 10:04:00,107.334,107.341,107.327,107.334,107.337,107.344,107.332,107.337
2019/10/10 10:05:00,107.334,107.339,107.33,107.33,107.337,107.342,107.333,107.333
2019/10/10 10:06:00,107.33,107.344,107.329,107.33,107.333,107.347,107.332,107.333
2019/10/10 10:07:00,107.33,107.33,107.322,107.326,107.333,107.333,107.325,107.329
2019/10/10 10:08:00,107.326,107.337,107.325,107.332,107.329,107.34,107.328,107.335
2019/10/10 10:09:00,107.332,107.333,107.315,107.315,107.335,107.336,107.318,107.318
2019/10/10 10:10:00,107.315,107.331,107.314,107.325,107.318,107.334,107.317,107.328
2019/10/10 10:11:00,107.325,107.325,107.313,107.318,107.328,107.328,107.316,107.321
2019/10/10 10:12:00,107.318,107.32,107.309,107.31,107.321,107.323,107.312,107.313
2019/10/10 10:13:00,107.31,107.312,107.306,107.312,107.313,107.315,107.309,107.315
2019/10/10 10:14:00,107.312,107.315,107.305,107.307,107.315,107.32,107.308,107.31
2019/10/10 10:15:00,107.307,107.452,107.307,107.41,107.31,107.455,107.31,107.413
2019/10/10 10:16:00,107.41,107.434,107.377,107.394,107.413,107.437,107.384,107.397
2019/10/10 10:17:00,107.394,107.443,107.382,107.443,107.397,107.446,107.389,107.446
2019/10/10 10:18:00,107.443,107.474,107.421,107.468,107.446,107.477,107.424,107.471
2019/10/10 10:19:00,107.468,107.468,107.427,107.431,107.471,107.471,107.432,107.434
2019/10/10 10:20:00,107.431,107.466,107.42,107.464,107.434,107.469,107.423,107.467
2019/10/10 10:21:00,107.464,107.476,107.45,107.463,107.467,107.479,107.453,107.466
2019/10/10 10:22:00,107.463,107.466,107.442,107.455,107.466,107.469,107.445,107.458
2019/10/10 10:23:00,107.455,107.456,107.429,107.438,107.458,107.459,107.432,107.441
2019/10/10 10:24:00,107.438,107.455,107.429,107.45,107.441,107.458,107.432,107.453
2019/10/10 10:25:00,107.45,107.474,107.448,107.458,107.453,107.477,107.451,107.461
2019/10/10 10:26:00,107.458,107.477,107.458,107.468,107.461,107.48,107.461,107.471
2019/10/10 10:27:00,107.468,107.496,107.45,107.48,107.471,107.499,107.453,107.483
2019/10/10 10:28:00,107.48,107.48,107.456,107.473,107.483,107.483,107.461,107.476
2019/10/10 10:29:00,107.473,107.475,107.455,107.461,107.476,107.478,107.458,107.464
2019/10/10 10:30:00,107.461,107.47,107.46,107.465,107.464,107.473,107.463,107.468
2019/10/10 10:31:00,107.465,107.513,107.464,107.502,107.468,107.517,107.467,107.505
2019/10/10 10:32:00,107.502,107.502,107.463,107.482,107.505,107.505,107.471,107.485
2019/10/10 10:33:00,107.482,107.491,107.472,107.487,107.485,107.496,107.475,107.49
2019/10/10 10:34:00,107.487,107.49,107.466,107.468,107.49,107.493,107.469,107.471
2019/10/10 10:35:00,107.468,107.502,107.468,107.502,107.471,107.505,107.471,107.505
2019/10/10 10:36:00,107.502,107.507,107.49,107.492,107.505,107.51,107.493,107.495
2019/10/10 10:37:00,107.492,107.638,107.491,107.61,107.495,107.645,107.494,107.621
2019/10/10 10:38:00,107.61,107.71,107.587,107.71,107.621,107.721,107.592,107.721
2019/10/10 10:39:00,107.71,107.771,107.701,107.739,107.721,107.778,107.705,107.742
2019/10/10 10:40:00,107.739,107.759,107.69,107.702,107.742,107.777,107.693,107.705
2019/10/10 10:41:00,107.702,107.709,107.667,107.676,107.705,107.714,107.67,107.679
2019/10/10 10:42:00,107.676,107.676,107.643,107.661,107.679,107.679,107.646,107.664
2019/10/10 10:43:00,107.661,107.662,107.626,107.643,107.664,107.665,107.63,107.646
2019/10/10 10:44:00,107.643,107.646,107.612,107.62,107.646,107.649,107.615,107.623
2019/10/10 10:45:00,107.62,107.637,107.611,107.629,107.623,107.642,107.614,107.632
2019/10/10 10:46:00,107.629,107.631,107.591,107.593,107.632,107.634,107.594,107.596
2019/10/10 10:47:00,107.593,107.598,107.579,107.583,107.596,107.601,107.582,107.586
2019/10/10 10:48:00,107.583,107.595,107.546,107.575,107.586,107.598,107.557,107.578
2019/10/10 10:49:00,107.575,107.578,107.542,107.562,107.578,107.581,107.548,107.565
2019/10/10 10:50:00,107.562,107.581,107.549,107.561,107.565,107.584,107.552,107.564
2019/10/10 10:51:00,107.561,107.568,107.555,107.56,107.564,107.571,107.558,107.563
2019/10/10 10:52:00,107.56,107.566,107.544,107.561,107.563,107.569,107.547,107.564
2019/10/10 10:53:00,107.561,107.584,107.556,107.576,107.564,107.587,107.56,107.579
2019/10/10 10:54:00,107.576,107.591,107.567,107.572,107.579,107.594,107.571,107.575
2019/10/10 10:55:00,107.572,107.581,107.497,107.518,107.575,107.584,107.501,107.521
2019/10/10 10:56:00,107.518,107.548,107.507,107.543,107.521,107.551,107.51,107.546
2019/10/10 10:57:00,107.543,107.546,107.53,107.546,107.546,107.549,107.533,107.549
2019/10/10 10:58:00,107.546,107.554,107.537,107.548,107.549,107.557,107.54,107.551
2019/10/10 10:59:00,107.548,107.548,107.532,107.535,107.551,107.551,107.535,107.538
2019/10/10 11:00:00,107.535,107.549,107.525,107.528,107.538,107.552,107.528,107.531
2019/10/10 11:01:00,107.528,107.541,107.524,107.525,107.531,107.546,107.527,107.528
2019/10/10 11:02:00,107.525,107.536,107.507,107.531,107.528,107.539,107.513,107.534
2019/10/10 11:03:00,107.531,107.544,107.527,107.543,107.534,107.547,107.53,107.546
2019/10/10 11:04:00,107.543,107.543,107.528,107.538,107.546,107.546,107.531,107.541
2019/10/10 11:05:00,107.538,107.558,107.537,107.55,107.541,107.561,107.541,107.553
2019/10/10 11:06:00,107.55,107.553,107.541,107.546,107.553,107.556,107.544,107.549
2019/10/10 11:07:00,107.546,107.548,107.529,107.53,107.549,107.551,107.532,107.533
